p_code,mmi_max,total_population,index_cnt_vdc,index_rate_vdc,index_den_vdc
M-BHE-57-005,4.93,12230,5.1,6.2,6.2
M-BHE-57-006,3.5,5289,2.7,4.4,5.6
M-BHE-57-007,3.5,5318,2.7,4.4,5.4
M-BHE-57-008,4.88,8141,5,6.4,7.1
M-BHE-57-009,3.5,4326,2.7,4.5,5.6
M-BHE-57-010,4.84,7332,5,6.4,6.6
M-BHE-57-011,4.06,6789,3.8,5.4,5.7
M-BHE-57-012,3.5,5805,2.7,4.4,5.3
M-BHE-57-013,4.98,6170,5.1,6.6,7.1
M-BHE-57-014,3.5,8463,2.7,4.2,5.2
M-BHE-57-015,4.93,6290,5.1,6.5,7.1
M-BHE-57-016,3.5,8962,2.7,4.2,5.2
M-BHE-57-017,3.5,6567,2.7,4.3,5.9
M-BHE-57-018,4.85,4689,5,6.6,7.1
M-BHE-57-019,4.77,9853,4.9,6.1,6.8
M-BHE-57-020,4.93,8858,5.1,6.4,5.8
M-BHE-57-021,4.97,5628,5.1,6.6,7
M-BHE-57-022,3.5,6034,2.7,4.4,5.2
M-BHE-57-023,3.5,8910,2.7,4.2,5.6
M-BHE-57-024,4.77,5313,4.9,6.5,5.6
M-BHE-57-025,4.72,36019,4.8,5.4,6
M-BHE-57-026,4.91,5609,5,6.6,6.9
M-BHE-57-027,4.83,9246,4.9,6.2,5.9
M-BHE-57-028,3.5,12233,2.7,4,5.1
M-BHE-57-029,4.98,7740,5.1,6.5,6.8
M-BHE-57-030,4.78,5106,4.9,6.5,6.6
M-BHE-57-031,4.39,19602,4.4,5.3,6.1
M-BHE-57-032,3.5,72503,2.7,3.1,5.2
M-BHE-57-033,3.5,5983,2.7,4.4,5.6
M-BHE-57-034,4.96,16967,5.1,6.1,6.4
M-BHE-57-035,3.5,5455,2.7,4.4,5.8
M-BHE-57-036,3.5,6264,2.7,4.3,5.5
M-BHE-57-037,3.5,4724,2.7,4.5,5.6
M-BHE-57-038,3.5,3555,2.7,4.6,5.4
M-BHE-57-039,4.53,26158,4.6,5.4,6.4
M-BHE-57-040,3.5,6442,2.7,4.3,5.1
M-BHE-57-041,3.5,6431,2.7,4.3,5.4
M-BHE-57-042,3.5,8470,2.7,4.2,5.2
M-BHE-57-043,3.5,8626,2.7,4.2,5.1
M-BHE-57-044,3.5,8156,2.7,4.2,5.2
M-BHE-57-045,3.5,9235,2.7,4.1,4.9
M-BHE-57-046,3.5,11511,2.7,4,5
M-BHE-57-047,3.5,3667,2.7,4.6,5.6
M-BHE-58-001,3.5,6881,2.3,3.9,4.8
M-BHE-58-002,3.5,13048,2.3,3.6,4.2
M-BHE-58-003,3.5,17682,2.3,3.4,4
M-BHE-58-004,3.98,15568,3.3,4.4,4.9
M-BHE-58-005,3.5,10053,2.3,3.7,4.6
M-BHE-58-006,3.5,7524,2.3,3.9,4.7
M-BHE-58-007,3.5,19221,2.3,3.4,4.1
M-BHE-58-008,3.5,22882,2.3,3.3,3.9
M-BHE-58-009,3.5,10059,2.3,3.7,4.2
M-BHE-58-010,3.5,6814,2.3,3.9,4.8
M-BHE-58-011,3.5,55747,2.3,2.8,3.9
M-BHE-58-012,3.5,11539,2.3,3.6,4.6
M-BHE-58-013,3.5,13553,2.3,3.5,4.5
M-BHE-58-014,3.5,7115,2.3,3.9,4.7
M-BHE-58-015,3.5,18933,2.3,3.4,4.4
M-BHE-58-016,3.5,10932,2.3,3.7,4.6
M-BHE-58-017,3.5,6357,2.3,3.9,4.7
M-BHE-58-018,3.5,8734,2.3,3.8,4.5
M-BHE-58-019,3.5,9395,2.3,3.7,4.7
M-BHE-58-020,3.5,21086,2.3,3.3,4.3
M-BHE-58-021,3.5,5783,2.3,4,4.9
M-BHE-58-022,3.5,14790,2.3,3.5,4.5
M-BHE-58-023,3.5,8515,2.3,3.8,4.4
M-BHE-58-024,3.5,6945,2.3,3.9,4.9
M-BHE-58-025,3.5,14755,2.3,3.5,4.4
M-BHE-58-026,3.5,12802,2.3,3.6,4.5
M-BHE-58-027,3.5,18000,2.3,3.4,4.5
M-BHE-58-028,3.5,7706,2.3,3.8,4.8
M-BHE-58-029,3.5,14042,2.3,3.5,4.3
M-BHE-58-030,3.5,9947,2.3,3.7,4.4
M-BHE-58-031,3.5,8431,2.3,3.8,4.7
M-BHE-58-032,3.5,8772,2.3,3.8,4.7
M-BHE-58-033,3.94,0,3.2,9.3,3.6
M-BHE-59-001,4.1,2707,3.8,5.8,5.9
M-BHE-59-002,4.05,2338,3.7,5.8,6.1
M-BHE-59-003,3.5,8214,2.6,4.1,4.5
M-BHE-59-004,4.06,4132,3.8,5.5,5.8
M-BHE-59-005,3.5,3087,2.6,4.6,4.3
M-BHE-59-006,3.5,6414,2.6,4.3,4.5
M-BHE-59-007,3.5,5438,2.6,4.3,4.3
M-BHE-59-008,3.5,47914,2.6,3.2,4.7
M-BHE-59-009,3.5,3506,2.6,4.6,4.4
M-BHE-59-010,4.16,14036,3.9,5.1,5.5
M-BHE-59-011,4.23,2976,4.1,6,6.2
M-BHE-59-012,3.99,2493,3.6,5.7,5.8
M-BHE-59-013,4.31,5347,4.2,5.8,6.3
M-BHE-59-014,3.99,3073,3.6,5.6,5.9
M-BHE-59-015,3.5,3050,2.6,4.6,4.8
M-BHE-59-016,3.95,2011,3.6,5.7,5.7
M-BHE-59-017,3.5,5004,2.6,4.4,4.5
M-BHE-59-018,4.04,3162,3.7,5.7,5.7
M-BHE-59-019,4.13,4513,3.9,5.6,5.8
M-BHE-59-020,4.4,7035,4.3,5.8,6.2
M-BHE-59-021,3.5,7640,2.6,4.2,4.4
M-BHE-59-022,3.5,4581,2.6,4.4,4.2
M-BHE-59-023,3.5,8580,2.6,4.1,4.7
M-BHE-59-024,3.98,3599,3.6,5.5,5.5
M-BHE-59-025,4.14,6307,3.9,5.5,5.9
M-BHE-59-026,4.08,2875,3.8,5.8,5.6
M-BHE-59-027,4.01,3237,3.7,5.6,5.5
M-BHE-59-028,3.5,7539,2.6,4.2,4.2
M-BHE-59-029,3.5,4071,2.6,4.5,4.1
M-BHE-59-030,3.5,19963,2.6,3.7,4.4
M-BHE-59-031,4.31,5823,4.2,5.8,5.8
M-BHE-59-032,3.5,4719,2.6,4.4,4.1
M-BHE-59-033,3.5,8896,2.6,4.1,4.8
M-BHE-59-034,4.32,11187,4.2,5.4,6
M-BHE-59-035,4.01,5277,3.7,5.3,5.7
M-BHE-59-036,4.02,6062,3.7,5.3,5.4
M-BHE-59-037,4.32,9815,4.2,5.5,6.2
M-BHE-59-038,3.99,3567,3.6,5.5,5.6
M-BHE-59-039,3.99,2170,3.6,5.8,5.7
M-BHE-59-040,3.5,4741,2.6,4.4,4.3
M-BHE-59-041,4.06,3062,3.8,5.7,5.6
M-BHE-59-042,4.17,3640,4,5.8,6
M-BHE-59-043,4.18,7288,4,5.5,5.8
M-BHE-59-044,3.96,3643,3.6,5.4,5.5
M-BHE-59-045,3.87,1679,3.4,5.7,5.5
M-BHE-59-046,4.09,11076,3.8,5.1,5.5
M-BHE-59-047,3.5,8510,2.6,4.1,4.5
M-BHE-59-048,4.08,9251,3.8,5.2,5.5
M-BHE-59-049,3.5,5222,2.6,4.4,4
M-BHE-59-050,3.5,5587,2.6,4.3,4.1
M-BHE-59-051,3.5,17261,2.6,3.7,4.7
M-BHE-60-001,4.04,4213,4.3,6.1,6.2
M-BHE-60-002,3.5,2775,3.2,5.2,5.5
M-BHE-60-003,3.92,2995,4.1,6,6.5
M-BHE-60-004,3.5,6325,3.2,4.8,5.5
M-BHE-60-005,3.93,3524,4.1,6,5.7
M-BHE-60-006,3.5,4005,3.2,5.1,5.7
M-BHE-60-007,3.5,3863,3.2,5.1,5.5
M-BHE-60-008,3.9,2721,4.1,6,6.6
M-BHE-60-009,3.91,2197,4.1,6.2,6.4
M-BHE-60-010,3.97,2945,4.2,6.1,6.3
M-BHE-60-011,3.5,6707,3.2,4.8,5.1
M-BHE-60-012,3.5,11783,3.2,4.5,5.1
M-BHE-60-013,3.93,2869,4.1,6.1,6.4
M-BHE-60-014,3.89,5109,4,5.7,6
M-BHE-60-015,3.5,4178,3.2,5,5.7
M-BHE-60-016,3.5,3203,3.2,5.2,5.7
M-BHE-60-017,3.5,2635,3.2,5.3,5.8
M-BHE-60-018,3.87,3220,4,5.9,6
M-BHE-60-019,3.96,2803,4.2,6.1,6.1
M-BHE-60-020,3.5,6724,3.2,4.8,5.5
M-BHE-60-021,3.5,4336,3.2,5,5.7
M-BHE-60-022,3.92,2460,4.1,6.1,5.7
M-BHE-60-023,3.9,5197,4.1,5.7,5.8
M-BHE-60-024,3.94,5253,4.1,5.8,5.9
M-BHE-60-025,3.5,5039,3.2,4.9,5.3
M-BHE-60-026,3.93,3978,4.1,5.9,6.3
M-BHE-60-027,3.5,5117,3.2,4.9,5
M-BHE-60-028,3.5,5894,3.2,4.9,5.4
M-BHE-60-029,3.91,3840,4.1,5.9,6.1
M-BHE-60-030,4.06,4653,4.4,6,6.1
M-BHE-60-031,3.5,7642,3.2,4.7,5.3
M-BHE-60-032,3.5,5892,3.2,4.9,5.5
M-BHE-60-033,3.5,5564,3.2,4.9,5.4
M-BHE-60-034,3.98,2586,4.2,6.2,6.1
M-BHE-60-035,3.96,21110,4.2,5.1,5.7
M-BHE-60-036,3.5,4416,3.2,5,5.4
M-BHE-60-037,3.5,5233,3.2,4.9,5.5
M-BHE-60-038,3.91,1780,4.1,6.3,6.5
M-BHE-60-039,3.94,2681,4.1,6.1,6
M-BHE-60-040,3.5,5418,3.2,4.9,5.5
M-BHE-60-041,3.95,2697,4.2,6.1,6.4
M-BHE-60-042,3.96,3115,4.2,6.1,6.3
M-BHE-60-043,3.5,3213,3.2,5.2,5.2
M-BHE-60-044,3.5,4887,3.2,5,5.5
M-BHE-60-045,3.5,2814,3.2,5.2,5.7
M-BHE-60-046,3.9,4433,4.1,5.8,6.1
M-BHE-60-047,3.5,5243,3.2,4.9,5.5
M-BHE-60-048,3.94,2444,4.1,6.2,6.5
M-BHE-60-049,3.96,4008,4.2,6,6.2
M-BHE-60-050,3.5,4865,3.2,5,5.2
M-BHE-60-051,3.5,2143,3.2,5.4,5.6
M-BHE-60-052,3.5,6032,3.2,4.8,5.2
M-BHE-60-053,3.5,6709,3.2,4.8,5.2
M-BHE-60-054,3.5,5594,3.2,4.9,5.6
M-BHE-60-055,3.99,3480,4.2,6.1,6.4
M-BHE-60-056,3.5,6295,3.2,4.8,5.5
M-BHE-61-001,4.02,3675,2.6,4.5,4.5
M-BHE-61-002,4.09,3479,2.7,4.6,4.4
M-BHE-61-003,4.16,6133,2.8,4.5,4.8
M-BHE-61-004,3.96,4995,2.5,4.2,3.8
M-BHE-61-005,4.07,6839,2.7,4.3,4.4
M-BHE-61-006,4.05,8178,2.6,4.1,4.5
M-BHE-61-007,4.15,7551,2.8,4.3,4.4
M-BHE-61-008,4.04,5630,2.6,4.3,4.2
M-BHE-61-009,4.28,7279,3,4.6,5
M-BHE-61-010,4.11,5802,2.7,4.4,4.6
M-BHE-61-011,4.09,5333,2.7,4.4,4.6
M-BHE-61-012,4.06,6206,2.6,4.3,4.4
M-BHE-61-013,4.09,4844,2.7,4.5,4.4
M-BHE-61-014,4.12,12186,2.7,4,4.3
M-BHE-61-015,3.98,3242,2.5,4.5,4.6
M-BHE-61-016,4.04,6343,2.6,4.3,4.5
M-BHE-61-017,3.97,7866,2.5,4,4.4
M-BHE-61-018,4.27,6077,3,4.6,4.1
M-BHE-61-019,4.03,4935,2.6,4.4,4.1
M-BHE-61-020,4.09,7163,2.7,4.3,4.5
M-BHE-61-021,4.11,7917,2.7,4.3,4.6
M-BHE-61-022,4.1,4085,2.7,4.6,4.1
M-BHE-61-023,3.99,2429,2.5,4.7,4.6
M-BHE-61-024,4.08,3385,2.7,4.6,4
M-BHE-61-025,4.09,6192,2.7,4.3,4
M-BHE-61-026,4,6297,2.5,4.2,4.4
M-BHE-61-027,4.05,5275,2.6,4.4,4.6
M-BHE-61-028,3.95,2926,2.4,4.5,4.8
M-BHE-61-029,3.99,3183,2.5,4.5,4.6
M-BHE-61-030,3.98,4661,2.5,4.3,4.5
M-KAR-62-001,4.74,446,6,8.7,6
M-KAR-62-002,5.07,746,6.3,8.8,6.3
M-KAR-62-003,4.75,923,6,8.4,6.5
M-KAR-62-004,4.31,2592,5.4,7.3,6.3
M-KAR-62-005,4.17,2279,5.1,7.1,7
M-KAR-62-006,4.71,879,5.9,8.4,6.1
M-KAR-62-007,4.23,1321,5.2,7.5,6.8
M-KAR-62-008,4.71,1600,5.9,8,6.7
M-KAR-62-009,4.21,1199,5.2,7.5,6.6
M-KAR-62-010,4.17,2206,5.1,7.2,7
M-KAR-62-011,4.32,2576,5.4,7.3,6.5
M-KAR-62-012,4.98,705,6.2,8.7,6.3
M-KAR-62-013,4.09,1523,5,7.2,6.3
M-KAR-62-014,4.16,2156,5.1,7.2,6.5
M-KAR-62-015,4.64,550,5.8,8.5,6
M-KAR-62-016,4.38,923,5.5,7.9,6.6
M-KAR-62-017,4.08,1394,5,7.2,6.4
M-KAR-62-018,4.85,1976,6.1,8.1,6.8
M-KAR-62-019,4.73,2103,5.9,7.9,6.1
M-KAR-62-020,4.07,2285,5,7,6.3
M-KAR-62-021,4.2,1846,5.2,7.3,6.5
M-KAR-62-022,4.86,1203,6.1,8.4,6.2
M-KAR-62-023,4.26,2697,5.3,7.2,6.5
M-KAR-63-001,3.94,4740,6.8,8.3,8.1
M-KAR-63-002,3.91,3541,6.8,8.4,8.6
M-KAR-63-003,3.98,1177,6.9,9.1,8.1
M-KAR-63-004,4.08,8491,7.1,8.3,8.7
M-KAR-63-005,4.02,2615,7,8.8,8.2
M-KAR-63-006,4.04,2398,7,8.8,8.5
M-KAR-63-007,4.05,3746,7,8.6,8.5
M-KAR-63-008,4.08,4711,7.1,8.6,7.7
M-KAR-63-009,4.08,4146,7.1,8.6,8.6
M-KAR-63-010,3.99,2424,6.9,8.8,8.4
M-KAR-63-011,4.26,3326,7.4,9,7.8
M-KAR-63-012,4.31,2226,7.5,9.3,8.1
M-KAR-63-013,4.04,2815,7,8.8,8.5
M-KAR-63-014,3.98,2988,6.9,8.6,8.3
M-KAR-63-015,4.03,2186,7,8.9,8.9
M-KAR-63-016,4,5011,6.9,8.4,8.4
M-KAR-63-017,4.06,2855,7,8.8,8.8
M-KAR-63-018,4.08,2681,7.1,8.9,9.2
M-KAR-63-019,4.05,2998,7,8.7,8.7
M-KAR-63-020,3.99,3625,6.9,8.5,8.6
M-KAR-63-021,4.01,1691,7,9,8.3
M-KAR-63-022,3.97,3491,6.9,8.5,8.1
M-KAR-63-023,3.97,3518,6.9,8.5,8.6
M-KAR-63-024,4.04,3819,7,8.6,8.6
M-KAR-63-025,4.13,3791,7.2,8.8,7.5
M-KAR-63-026,4.03,3454,7,8.6,8
M-KAR-63-027,3.99,4729,6.9,8.4,8
M-KAR-63-028,4.06,4745,7,8.5,8.7
M-KAR-63-029,4.01,4478,7,8.5,7.5
M-KAR-63-030,4.01,5079,7,8.4,8.5
M-KAR-64-001,3.84,3254,5.3,7.1,6.7
M-KAR-64-002,3.92,3661,5.5,7.2,7.3
M-KAR-64-003,4.03,4654,5.7,7.3,6.6
M-KAR-64-004,3.82,5084,5.3,6.9,6.9
M-KAR-64-005,3.97,7111,5.6,7,6.9
M-KAR-64-006,3.86,3911,5.4,7.1,7.1
M-KAR-64-007,3.91,2339,5.5,7.4,7.3
M-KAR-64-008,4,3624,5.6,7.4,6.6
M-KAR-64-009,3.5,3866,4.6,6.4,6.9
M-KAR-64-010,3.5,3708,4.6,6.4,7.1
M-KAR-64-011,3.5,5938,4.6,6.1,6.8
M-KAR-64-012,3.5,3866,4.6,6.4,6.4
M-KAR-64-013,3.5,9094,4.6,5.9,6.6
M-KAR-64-014,3.5,7075,4.6,6,6.3
M-KAR-64-015,3.5,4971,4.6,6.2,6.4
M-KAR-64-016,3.5,2790,4.6,6.5,6.7
M-KAR-64-017,3.5,3411,4.6,6.4,6.1
M-KAR-64-018,3.84,6283,5.3,6.8,6.9
M-KAR-64-019,4.07,3736,5.8,7.5,6.5
M-KAR-64-020,3.9,4249,5.4,7.1,7.4
M-KAR-64-021,3.92,3418,5.5,7.2,7.2
M-KAR-64-022,3.5,5334,4.6,6.2,6.5
M-KAR-64-023,3.91,4464,5.5,7.1,7.3
M-KAR-64-024,3.92,3827,5.5,7.2,6.8
M-KAR-64-025,3.5,2370,4.6,6.6,6.1
M-KAR-64-026,3.5,3988,4.6,6.3,6.1
M-KAR-64-027,3.5,5357,4.6,6.2,6.8
M-KAR-64-028,3.5,5581,4.6,6.2,6.8
M-KAR-64-029,3.5,5055,4.6,6.2,6.4
M-KAR-64-030,3.93,4568,5.5,7.1,6.8
M-KAR-65-001,3.84,1406,4.3,6.6,6.6
M-KAR-65-002,3.83,2398,4.3,6.3,6
M-KAR-65-003,4.37,385,5.2,8.1,5.4
M-KAR-65-004,3.89,2598,4.4,6.4,6.2
M-KAR-65-005,3.82,2067,4.3,6.4,6
M-KAR-65-006,3.89,2841,4.4,6.3,5.9
M-KAR-65-007,4.05,3654,4.7,6.5,6.9
M-KAR-65-008,4.02,579,4.7,7.4,6.1
M-KAR-65-009,3.92,1785,4.5,6.6,6.6
M-KAR-65-010,4.06,2439,4.7,6.7,5.6
M-KAR-65-011,4.2,898,5,7.5,5.3
M-KAR-65-012,3.81,1603,4.3,6.5,6.3
M-KAR-65-013,3.93,1371,4.5,6.8,5.8
M-KAR-65-014,4.09,3847,4.8,6.5,6.1
M-KAR-65-015,4.08,1095,4.8,7.2,5.8
M-KAR-65-016,4.15,1399,4.9,7.2,6.1
M-KAR-65-017,3.87,1557,4.4,6.6,6.1
M-KAR-65-018,4.06,4439,4.7,6.4,5.9
M-KAR-65-019,3.97,3899,4.6,6.3,5.7
M-KAR-65-020,3.87,1812,4.4,6.5,6.2
M-KAR-65-021,4,2307,4.6,6.6,6.1
M-KAR-65-022,3.88,3676,4.4,6.2,6.2
M-KAR-65-023,4.04,3906,4.7,6.4,6.7
M-KAR-65-024,3.92,2871,4.5,6.4,6.2
M-KAR-66-001,3.8,1235,5.5,7.8,7.5
M-KAR-66-002,3.8,738,5.5,8.1,7.1
M-KAR-66-003,3.85,1045,5.6,8,7.3
M-KAR-66-004,3.85,2098,5.6,7.6,7.4
M-KAR-66-005,4,2116,5.9,7.9,7.2
M-KAR-66-006,3.83,1111,5.6,7.9,7.4
M-KAR-66-007,3.87,1057,5.6,8,6.5
M-KAR-66-008,3.86,2150,5.6,7.6,7.1
M-KAR-66-009,3.84,3158,5.6,7.4,6.9
M-KAR-66-010,3.86,1023,5.6,8,6.3
M-KAR-66-011,4.09,1489,6.1,8.2,6.2
M-KAR-66-012,3.86,1575,5.6,7.8,7.3
M-KAR-66-013,3.99,904,5.9,8.3,5.8
M-KAR-66-014,3.84,1546,5.6,7.7,6.9
M-KAR-66-015,3.84,4418,5.6,7.2,6.9
M-KAR-66-016,3.83,925,5.6,8,7.4
M-KAR-66-017,4.22,1143,6.3,8.5,6.5
M-KAR-66-018,3.5,916,4.9,7.3,5.2
M-KAR-66-019,3.87,1902,5.6,7.7,7
M-KAR-66-020,3.87,2611,5.6,7.5,6.9
M-KAR-66-021,3.93,1921,5.8,7.8,6.9
M-KAR-66-022,3.82,1063,5.5,7.9,7.5
M-KAR-66-023,4.11,3958,6.1,7.7,6.4
M-KAR-66-024,3.84,1110,5.6,7.9,7
M-KAR-66-025,3.82,4341,5.5,7.2,7.3
M-KAR-66-026,3.88,2036,5.7,7.7,6.9
M-KAR-66-027,3.97,2344,5.8,7.8,6.2
M-RAP-52-001,4.61,5651,3.1,4.8,5
M-RAP-52-002,4.67,5362,3.2,4.9,5.3
M-RAP-52-003,4.9,6607,3.4,5,5.2
M-RAP-52-004,4.57,4205,3,4.9,5.1
M-RAP-52-005,4.55,2423,3,5.1,5.4
M-RAP-52-006,4.5,5748,2.9,4.6,5
M-RAP-52-007,4.41,5389,2.8,4.5,4.9
M-RAP-52-008,4.59,3993,3.1,4.9,5.7
M-RAP-52-009,4.63,7351,3.1,4.7,5.6
M-RAP-52-010,4.67,3975,3.2,5,5.4
M-RAP-52-011,4.67,5813,3.2,4.8,5.3
M-RAP-52-012,4.54,6077,3,4.6,5.2
M-RAP-52-013,4.55,4757,3,4.8,5.2
M-RAP-52-014,4.68,4534,3.2,5,5.1
M-RAP-52-015,4.65,3083,3.1,5.1,5.4
M-RAP-52-016,4.51,4883,3,4.7,5.5
M-RAP-52-017,4.46,3155,2.9,4.9,5
M-RAP-52-018,4.5,3623,2.9,4.9,4.9
M-RAP-52-019,4.52,4264,3,4.8,5.1
M-RAP-52-020,4.42,5460,2.8,4.5,4.8
M-RAP-52-021,4.62,3970,3.1,5,5.2
M-RAP-52-022,4.46,4301,2.9,4.7,5.2
M-RAP-52-023,4.62,4087,3.1,4.9,5.4
M-RAP-52-024,4.67,5977,3.2,4.8,5.2
M-RAP-52-025,4.58,3256,3.1,5,5.5
M-RAP-52-026,4.38,3439,2.8,4.7,4.7
M-RAP-52-027,4.6,3545,3.1,5,5.2
M-RAP-52-028,4.56,5014,3,4.8,5.4
M-RAP-52-029,4.59,4669,3.1,4.8,5.3
M-RAP-52-030,4.45,3230,2.9,4.9,5.4
M-RAP-52-031,4.51,6285,3,4.6,5.2
M-RAP-52-032,4.44,3118,2.9,4.9,5.1
M-RAP-52-033,4.62,3356,3.1,5.1,5.9
M-RAP-52-034,4.46,3462,2.9,4.8,5.2
M-RAP-52-035,4.68,5732,3.2,4.8,5.4
M-RAP-52-036,4.64,4622,3.1,4.9,5.2
M-RAP-52-037,4.46,7760,2.9,4.4,4.9
M-RAP-52-038,4.59,5135,3.1,4.8,5.2
M-RAP-52-039,4.57,5860,3,4.7,5.5
M-RAP-52-040,4.56,5093,3,4.8,5
M-RAP-52-041,4.44,2434,2.9,5,5.1
M-RAP-52-042,4.72,3373,3.2,5.2,5.6
M-RAP-52-043,4.54,3594,3,4.9,5.3
M-RAP-52-044,4.44,4887,2.9,4.6,4.8
M-RAP-52-045,4.58,3584,3.1,5,4.8
M-RAP-52-046,4.56,5907,3,4.7,4.9
M-RAP-52-047,4.53,4323,3,4.8,5.5
M-RAP-52-048,4.55,5771,3,4.7,5.3
M-RAP-52-049,4.66,4659,3.2,4.9,5.5
M-RAP-53-001,4.5,4066,4.5,6.2,6.7
M-RAP-53-002,4.33,4065,4.2,6,6.1
M-RAP-53-003,4.44,2513,4.4,6.4,6.2
M-RAP-53-004,4.41,6314,4.3,5.9,6.1
M-RAP-53-005,4.51,4901,4.5,6.1,6.1
M-RAP-53-006,4.5,4537,4.5,6.2,6.1
M-RAP-53-007,4.44,4129,4.4,6.1,6.3
M-RAP-53-008,4.42,5279,4.4,6,6.4
M-RAP-53-009,4.52,3025,4.5,6.4,6.4
M-RAP-53-010,4.47,4006,4.4,6.2,5.7
M-RAP-53-011,4.5,4561,4.5,6.2,6.2
M-RAP-53-012,4.5,5257,4.5,6.1,6.3
M-RAP-53-013,4.24,4633,4.1,5.8,5.9
M-RAP-53-014,4.51,3205,4.5,6.3,6.6
M-RAP-53-015,4.52,3815,4.5,6.3,6.8
M-RAP-53-016,4.54,2396,4.5,6.5,6.6
M-RAP-53-017,4.54,2896,4.5,6.4,6.2
M-RAP-53-018,4.42,3020,4.4,6.3,6.3
M-RAP-53-019,4.4,2853,4.3,6.3,6.2
M-RAP-53-020,4.37,4470,4.3,6,6.2
M-RAP-53-021,4.34,3802,4.2,6,6.1
M-RAP-53-022,4.37,5516,4.3,5.9,6.1
M-RAP-53-023,4.39,5156,4.3,5.9,6.1
M-RAP-53-024,4.37,5169,4.3,5.9,6.1
M-RAP-53-025,4.46,2365,4.4,6.4,6.4
M-RAP-53-026,4.38,3060,4.3,6.2,6.4
M-RAP-53-027,4.38,4168,4.3,6,6.2
M-RAP-53-028,4.28,3299,4.1,6,6.2
M-RAP-53-029,4.32,4155,4.2,6,6.2
M-RAP-53-030,4.41,2989,4.3,6.3,6
M-RAP-53-031,4.39,10417,4.3,5.6,6
M-RAP-53-032,4.53,5028,4.5,6.1,6.3
M-RAP-53-033,4.5,7508,4.5,5.9,6.4
M-RAP-53-034,4.58,4548,4.6,6.3,6.3
M-RAP-53-035,4.22,4333,4,5.8,6
M-RAP-53-036,4.53,6167,4.5,6,6.4
M-RAP-53-037,4.59,4567,4.6,6.3,6.3
M-RAP-53-038,4.47,3527,4.4,6.2,6.4
M-RAP-53-039,4.38,4650,4.3,6,6.2
M-RAP-53-040,4.43,6151,4.4,5.9,6.3
M-RAP-53-041,4.29,2890,4.2,6.1,6.1
M-RAP-53-042,4.48,1972,4.4,6.6,6.1
M-RAP-53-043,4.47,7038,4.4,5.9,6.3
M-RAP-53-044,4.63,1720,4.6,6.8,6.7
M-RAP-53-045,4.33,5180,4.2,5.9,6.1
M-RAP-53-046,4.43,3404,4.4,6.2,6.5
M-RAP-53-047,4.42,4398,4.4,6.1,5.9
M-RAP-53-048,4.41,3970,4.3,6.1,5.8
M-RAP-53-049,4.53,5815,4.5,6.1,6.5
M-RAP-53-050,4.42,3865,4.4,6.1,6.2
M-RAP-53-051,4.43,4409,4.4,6.1,6.3
M-RAP-54-001,4.09,7439,4.8,6.2,6.4
M-RAP-54-002,4.08,8560,4.8,6.1,6.4
M-RAP-54-003,4.2,4022,5,6.7,7.2
M-RAP-54-004,4.34,5164,5.2,6.8,6.6
M-RAP-54-005,4.22,3713,5,6.7,7.1
M-RAP-54-006,4.42,9364,5.3,6.6,7.1
M-RAP-54-007,4.17,5725,4.9,6.4,6.9
M-RAP-54-008,4.21,3235,5,6.8,7
M-RAP-54-009,4.3,3114,5.1,7,6.8
M-RAP-54-010,4.07,4837,4.7,6.4,6.5
M-RAP-54-011,4.1,5917,4.8,6.3,6.5
M-RAP-54-012,4.16,7040,4.9,6.3,5.7
M-RAP-54-013,4.07,4789,4.7,6.4,6.6
M-RAP-54-014,4.49,2148,5.4,7.4,6.7
M-RAP-54-015,4.34,3084,5.2,7,6.3
M-RAP-54-016,4.2,3334,5,6.8,7
M-RAP-54-017,4.25,2561,5,7,6.8
M-RAP-54-018,4.47,4693,5.4,7,6.6
M-RAP-54-019,4.21,6186,5,6.5,6.9
M-RAP-54-020,4.17,6116,4.9,6.4,6.8
M-RAP-54-021,4.3,3127,5.1,7,6.6
M-RAP-54-022,4.2,5125,5,6.5,7
M-RAP-54-023,4.13,5723,4.8,6.4,6.8
M-RAP-54-024,4.36,4621,5.2,6.8,6.7
M-RAP-54-025,4.38,2442,5.2,7.2,7.3
M-RAP-54-026,4.3,3931,5.1,6.8,7.2
M-RAP-54-027,4.32,13203,5.1,6.2,7.1
M-RAP-54-028,4.27,5709,5.1,6.6,7.1
M-RAP-54-029,4.24,4111,5,6.7,6.5
M-RAP-54-030,4.24,4333,5,6.7,6.9
M-RAP-54-031,4.11,5127,4.8,6.4,6.7
M-RAP-54-032,4.2,1802,5,7.1,6.5
M-RAP-54-033,4.29,4595,5.1,6.7,7.2
M-RAP-54-034,4.3,2098,5.1,7.2,6.7
M-RAP-54-035,4.67,3777,5.6,7.3,6
M-RAP-54-036,4.18,4233,4.9,6.6,7
M-RAP-54-037,4.23,5228,5,6.6,6.7
M-RAP-54-038,4.12,5316,4.8,6.4,6.9
M-RAP-54-039,4.28,1877,5.1,7.2,6.1
M-RAP-54-040,4.28,6045,5.1,6.6,6.7
M-RAP-54-041,4.2,4695,5,6.6,6
M-RAP-54-042,4.19,5433,4.9,6.5,6.7
M-RAP-54-043,4.54,3698,5.5,7.2,6.6
M-RAP-55-001,4.13,3913,5.3,7,7.3
M-RAP-55-002,4.71,4079,6.1,7.7,7.9
