p_code,mmi_max,total_population,index_cnt_vdc,index_rate_vdc,index_den_vdc
C-NAR-33-042,6.72,7668,6.5,7.7,8.7
C-NAR-33-043,6.79,10612,6.5,7.6,8.5
C-NAR-33-044,6.61,6659,6.4,7.7,8.8
C-NAR-33-045,6.56,8836,6.4,7.6,8.9
C-NAR-33-046,6.75,6467,6.5,7.8,8.9
C-NAR-33-047,6.77,21997,6.5,7.2,8.5
C-NAR-33-048,6.56,6580,6.4,7.7,9
C-NAR-33-049,6.7,4267,6.4,8,9.2
C-NAR-33-050,6.61,10958,6.4,7.5,8.7
C-NAR-33-051,6.95,3991,6.6,8.2,8.3
C-NAR-33-052,6.72,42826,6.5,6.8,8.4
C-NAR-33-053,6.79,5313,6.5,8,8.5
C-NAR-33-054,6.8,5056,6.5,8,8.9
C-NAR-33-055,6.67,4737,6.4,8,9.3
C-NAR-33-056,6.92,6567,6.6,7.9,8.8
C-NAR-33-057,6.65,4163,6.4,8,9
C-NAR-33-058,6.63,5975,6.4,7.8,8.9
C-NAR-33-059,6.68,7881,6.4,7.7,9.2
C-NAR-33-060,6.68,3258,6.4,8.1,9.6
C-NAR-33-061,6.74,5153,6.5,7.9,8.9
C-NAR-33-062,6.75,8966,6.5,7.7,8.6
C-NAR-33-063,6.63,4676,6.4,7.9,8.9
C-NAR-33-064,6.83,10368,6.5,7.6,8.4
C-NAR-33-065,6.58,6347,6.4,7.8,8.9
C-NAR-33-066,6.64,5199,6.4,7.9,9.1
C-NAR-33-067,6.72,4790,6.5,8,8.7
C-NAR-33-068,7.18,19614,6.7,7.5,7.8
C-NAR-33-069,6.51,5013,6.3,7.8,8.8
C-NAR-33-070,6.62,3090,6.4,8.1,9
C-NAR-33-071,6.67,3999,6.4,8,8.8
C-NAR-33-072,6.66,4621,6.4,8,8.9
C-NAR-33-073,6.73,5006,6.5,8,8.8
C-NAR-33-074,6.63,6952,6.4,7.7,8.8
C-NAR-33-075,6.84,23835,6.5,7.2,9.1
C-NAR-33-076,6.63,4081,6.4,8,7.6
C-NAR-33-077,6.52,5033,6.3,7.8,9.1
C-NAR-33-078,6.75,4365,6.5,8,9
C-NAR-33-079,6.58,5207,6.4,7.9,8.8
C-NAR-33-080,6.66,8414,6.4,7.7,9
C-NAR-33-081,6.84,4092,6.5,8.1,9.1
C-NAR-33-082,6.75,10205,6.5,7.6,9.1
C-NAR-33-083,6.64,6953,6.4,7.7,9.2
C-NAR-33-084,6.61,6626,6.4,7.7,9.2
C-NAR-33-085,6.62,5161,6.4,7.9,9.2
C-NAR-33-086,6.75,7193,6.5,7.8,8.8
C-NAR-33-087,6.89,5223,6.5,8,8.9
C-NAR-33-088,7.12,10418,6.7,7.8,7.6
C-NAR-33-089,6.6,3418,6.4,8.1,9.3
C-NAR-33-090,7.01,9115,6.6,7.8,8
C-NAR-33-091,6.57,4732,6.4,7.9,8.8
C-NAR-33-092,6.82,4621,6.5,8,8.7
C-NAR-33-093,6.83,5463,6.5,8,8.7
C-NAR-33-094,6.63,3395,6.4,8.1,9
C-NAR-33-095,6.74,4757,6.5,8,9.2
C-NAR-33-096,6.61,5518,6.4,7.8,8.7
C-NAR-33-097,6.8,3403,6.5,8.2,8.9
C-NAR-33-098,6.61,4954,6.4,7.9,9
C-NAR-33-099,6.84,5669,6.5,8,8.7
C-NAR-34-001,6.65,8566,6.2,7.4,8.8
C-NAR-34-002,6.64,4971,6.2,7.7,8.9
C-NAR-34-003,6.65,5392,6.2,7.7,8.5
C-NAR-34-004,6.74,6570,6.2,7.6,8.6
C-NAR-34-005,6.79,6964,6.3,7.6,7.9
C-NAR-34-006,6.77,6668,6.2,7.6,8.5
C-NAR-34-007,6.73,5919,6.2,7.6,8.9
C-NAR-34-008,6.68,6984,6.2,7.5,8.5
C-NAR-34-009,6.74,6410,6.2,7.6,8.7
C-NAR-34-010,6.65,7933,6.2,7.5,8.5
C-NAR-34-011,6.72,9301,6.2,7.4,8
C-NAR-34-012,6.68,5213,6.2,7.7,8.7
C-NAR-34-013,6.66,6340,6.2,7.6,9
C-NAR-34-014,6.69,6193,6.2,7.6,8.8
C-NAR-34-015,6.56,5772,6.1,7.6,9.2
C-NAR-34-016,6.52,5735,6.1,7.5,8.9
C-NAR-34-017,6.66,3816,6.2,7.8,8.8
C-NAR-34-018,6.66,5199,6.2,7.7,8.9
C-NAR-34-019,6.59,3625,6.1,7.8,8.6
C-NAR-34-020,6.69,135904,6.2,6,8.1
C-NAR-34-021,6.76,13248,6.2,7.2,7.9
C-NAR-34-022,6.66,7089,6.2,7.5,8.8
C-NAR-34-023,6.74,9347,6.2,7.4,8.5
C-NAR-34-024,6.71,4866,6.2,7.7,8.6
C-NAR-34-025,6.56,4903,6.1,7.7,8.5
C-NAR-34-026,6.54,4804,6.1,7.7,8.8
C-NAR-34-027,6.73,4358,6.2,7.8,8
C-NAR-34-028,6.67,4176,6.2,7.8,9.3
C-NAR-34-029,6.64,3227,6.2,7.9,8.9
C-NAR-34-030,6.61,2897,6.1,7.9,9.1
C-NAR-34-031,6.59,4758,6.1,7.7,8.8
C-NAR-34-032,6.57,2969,6.1,7.9,9
C-NAR-34-033,6.68,4449,6.2,7.8,9
C-NAR-34-034,6.8,6139,6.3,7.7,8.4
C-NAR-34-035,6.66,6741,6.2,7.5,8.3
C-NAR-34-036,6.53,5398,6.1,7.6,8.8
C-NAR-34-037,6.65,4402,6.2,7.8,8.7
C-NAR-34-038,6.65,5160,6.2,7.7,8.5
C-NAR-34-039,6.67,6362,6.2,7.6,8.8
C-NAR-34-040,6.7,4882,6.2,7.7,8.9
C-NAR-34-041,6.56,4038,6.1,7.8,8.8
C-NAR-34-042,6.65,4962,6.2,7.7,8.7
C-NAR-34-043,6.74,4478,6.2,7.8,8.8
C-NAR-34-044,6.57,3421,6.1,7.8,9.2
C-NAR-34-045,6.72,6938,6.2,7.6,8.7
C-NAR-34-046,6.8,6783,6.3,7.6,8
C-NAR-34-047,6.66,7174,6.2,7.5,8.3
C-NAR-34-048,6.67,4837,6.2,7.7,8.5
C-NAR-34-049,6.54,3232,6.1,7.9,9
C-NAR-34-050,6.71,6627,6.2,7.6,8.7
C-NAR-34-051,6.64,6081,6.2,7.6,8.8
C-NAR-34-052,6.61,4674,6.1,7.7,8.5
C-NAR-34-053,6.56,4229,6.1,7.7,8.7
C-NAR-34-054,6.61,5850,6.1,7.6,8.4
C-NAR-34-055,6.69,3583,6.2,7.9,9.2
C-NAR-34-056,6.68,6620,6.2,7.6,8.4
C-NAR-34-057,6.71,9772,6.2,7.4,7.8
C-NAR-34-058,6.77,5588,6.2,7.7,8.7
C-NAR-34-059,6.69,5001,6.2,7.7,9
C-NAR-34-060,6.62,6151,6.2,7.6,8.6
C-NAR-34-061,6.66,5159,6.2,7.7,8.5
C-NAR-34-062,6.62,6995,6.2,7.5,8.7
C-NAR-34-063,6.57,2925,6.1,7.9,9.3
C-NAR-34-064,6.67,6668,6.2,7.6,8.8
C-NAR-34-065,6.68,3333,6.2,7.9,9.2
C-NAR-34-066,6.56,4487,6.1,7.7,8.6
C-NAR-34-067,6.77,6718,6.2,7.6,8.2
C-NAR-34-068,6.53,6995,6.1,7.5,8.6
C-NAR-34-069,6.66,4070,6.2,7.8,8
C-NAR-34-070,6.67,3266,6.2,7.9,8.8
C-NAR-34-071,6.65,6491,6.2,7.6,8.6
C-NAR-34-072,6.59,5932,6.1,7.6,9.1
C-NAR-34-073,6.77,7158,6.2,7.6,8.3
C-NAR-34-074,6.62,3356,6.2,7.9,9
C-NAR-34-075,6.63,3452,6.2,7.9,8.2
C-NAR-34-076,6.65,6176,6.2,7.6,8.8
C-NAR-34-077,6.7,5765,6.2,7.6,8.4
C-NAR-34-078,6.66,3095,6.2,7.9,8.8
C-NAR-34-079,6.58,4156,6.1,7.7,8.9
C-NAR-34-080,6.87,7173,6.3,7.6,7.2
C-NAR-34-081,6.54,4314,6.1,7.7,8.6
C-NAR-34-082,6.72,7163,6.2,7.5,8.5
C-NAR-34-083,6.7,9233,6.2,7.4,8.5
C-NAR-34-084,6.87,0,6.3,10,6.5
C-NAR-35-001,6.54,10693,7.2,8.3,8.2
C-NAR-35-002,7.73,10905,7.9,8.9,9.6
C-NAR-35-003,6.86,10913,7.4,8.4,8.8
C-NAR-35-004,7.9,16121,8,8.8,9.6
C-NAR-35-005,7.98,143836,8,7.7,8.7
C-NAR-35-006,7.89,14934,8,8.8,9.4
C-NAR-35-007,7.89,16786,8,8.7,9.5
C-NAR-35-008,8.33,4978,8.2,9.6,9.4
C-NAR-35-009,8.35,4803,8.2,9.6,9.5
C-NAR-35-010,8.14,9607,8.1,9.1,9.5
C-NAR-35-011,7.35,8334,7.7,8.8,9.5
C-NAR-35-012,7.56,3862,7.8,9.3,10
C-NAR-35-013,6.79,9241,7.4,8.5,9
C-NAR-35-014,7.6,13929,7.8,8.7,9.6
C-NAR-35-015,7.48,15071,7.7,8.6,9.4
C-NAR-35-016,7.26,11195,7.6,8.6,9.4
C-NAR-35-017,8.14,14324,8.1,8.9,9.4
C-NAR-35-018,8.21,5815,8.1,9.4,9.3
C-NAR-35-019,7.84,9696,7.9,9,9.7
C-NAR-35-020,8.23,5614,8.1,9.4,9.5
C-NAR-35-021,7.89,21530,8,8.6,9.7
C-NAR-35-022,8.02,6550,8,9.3,9.3
C-NAR-35-023,7.73,8082,7.9,9,9.6
C-NAR-35-024,8.18,5047,8.1,9.5,9.2
C-NAR-35-025,6.87,6836,7.4,8.7,8.9
C-NAR-35-026,7.78,19066,7.9,8.6,9.5
C-NAR-35-027,7.21,14149,7.6,8.5,9.2
C-NAR-35-028,7.43,14924,7.7,8.6,9.5
C-NAR-35-029,7.43,6506,7.7,9,9.8
C-NAR-35-030,7.48,11500,7.7,8.7,9.5
C-NAR-35-031,7.9,15455,8,8.8,9.3
C-NAR-35-032,7.92,12579,8,8.9,9.9
C-NAR-35-033,7.87,46367,7.9,8.2,9.4
C-NAR-35-034,7.58,11508,7.8,8.8,9.7
C-NAR-35-035,8.16,9418,8.1,9.1,9.3
C-NAR-35-036,7.51,7674,7.8,9,9.7
C-NAR-35-037,8.14,3827,8.1,9.6,9.3
C-NAR-35-038,7.24,8057,7.6,8.8,9.5
C-NAR-35-039,7.74,0,7.9,10,7.8
E-KOS-05-001,5.48,6329,7.3,8.6,9.3
E-KOS-05-002,5.4,14003,7.2,8.1,8.8
E-KOS-05-003,5.39,5203,7.2,8.6,9.3
E-KOS-05-004,5.45,14626,7.3,8.1,8.7
E-KOS-05-005,5.42,12180,7.2,8.2,8.7
E-KOS-05-006,5.5,5640,7.3,8.7,9.5
E-KOS-05-007,5.47,8733,7.3,8.4,9.2
E-KOS-05-008,5.35,11305,7.2,8.2,8.9
E-KOS-05-009,5.37,20486,7.2,7.9,8.6
E-KOS-05-010,5.4,24076,7.2,7.9,8.6
E-KOS-05-011,5.5,6976,7.3,8.6,9.3
E-KOS-05-012,4.86,5355,6.7,8.1,7.9
E-KOS-05-013,5.58,201125,7.4,6.9,8.6
E-KOS-05-014,5.57,14166,7.4,8.3,9.1
E-KOS-05-015,5.49,8682,7.3,8.4,9.2
E-KOS-05-016,5.39,14388,7.2,8.1,8.9
E-KOS-05-017,5.34,22065,7.2,7.9,8.9
E-KOS-05-018,5.53,5450,7.3,8.7,9.6
E-KOS-05-019,5.42,16652,7.2,8.1,8.7
E-KOS-05-020,5.5,14030,7.3,8.2,9.2
E-KOS-05-021,5.38,15586,7.2,8.1,8.6
E-KOS-05-022,5.45,6484,7.3,8.6,9.3
E-KOS-05-023,5.37,11324,7.2,8.2,8.9
E-KOS-05-024,5.54,10250,7.3,8.4,9.1
E-KOS-05-025,5.41,4830,7.2,8.7,9.3
E-KOS-05-026,5.37,27122,7.2,7.8,8.9
E-KOS-05-027,5.35,15404,7.2,8,8.7
E-KOS-05-028,5.03,8079,6.9,8.1,8
E-KOS-05-029,5.5,5387,7.3,8.7,9.5
E-KOS-05-030,5.33,11405,7.2,8.2,8.8
E-KOS-05-031,5.47,7571,7.3,8.5,9.1
E-KOS-05-032,5.52,24395,7.3,7.9,9
E-KOS-05-033,5.56,8165,7.3,8.5,9.3
E-KOS-05-034,5.14,17660,7,7.8,8.1
E-KOS-05-035,5.38,12717,7.2,8.2,8.9
E-KOS-05-036,5.5,4393,7.3,8.8,9.4
E-KOS-05-037,5.22,18552,7.1,7.8,8.3
E-KOS-05-038,5.21,21482,7,7.8,8.3
E-KOS-05-039,5.31,5187,7.1,8.6,9.2
E-KOS-05-040,5.47,10258,7.3,8.3,9.2
E-KOS-05-041,5.51,13748,7.3,8.2,9.1
E-KOS-05-042,5.45,4792,7.3,8.7,9.1
E-KOS-05-043,5.51,14117,7.3,8.2,9
E-KOS-05-044,5.54,4160,7.3,8.9,9.7
E-KOS-05-045,5.25,25171,7.1,7.7,8.8
E-KOS-05-046,4.54,2183,6.3,8.2,8.1
E-KOS-05-047,5.51,3312,7.3,9,9.8
E-KOS-05-048,5.35,12535,7.2,8.1,8.7
E-KOS-05-049,4.34,3369,6,7.8,7.5
E-KOS-05-050,5.42,15532,7.2,8.1,9.1
E-KOS-05-051,5.37,24637,7.2,7.8,8.8
E-KOS-05-052,5.49,3609,7.3,8.9,9.6
E-KOS-05-053,5.35,11079,7.2,8.2,8.8
E-KOS-05-054,4.45,2478,6.2,8.1,7.9
E-KOS-05-055,5.55,4918,7.3,8.8,9.4
E-KOS-05-056,5.55,8233,7.3,8.5,9.4
E-KOS-05-057,5.49,12058,7.3,8.3,9.1
E-KOS-05-058,5.46,18765,7.3,8,8.9
E-KOS-05-059,5.42,7781,7.2,8.4,9.2
E-KOS-05-060,4.58,9408,6.4,7.5,7.8
E-KOS-05-061,5.55,20968,7.3,8,9.2
E-KOS-05-062,5.48,5803,7.3,8.6,9.3
E-KOS-05-063,5.5,8404,7.3,8.5,9.2
E-KOS-05-064,5.29,35166,7.1,7.6,8.8
E-KOS-05-065,4.5,3149,6.3,8,7.8
E-KOS-05-066,5.04,6472,6.9,8.2,8.3
E-KOS-06-001,5.63,8861,6.8,8,8.9
E-KOS-06-002,5.66,9216,6.9,8,8.7
E-KOS-06-003,5.64,7155,6.9,8.1,8.7
E-KOS-06-004,5.63,7938,6.8,8.1,8.8
E-KOS-06-005,5.75,8526,6.9,8.1,9.1
E-KOS-06-006,5.66,13903,6.9,7.8,8.6
E-KOS-06-007,5.72,12499,6.9,7.9,8.3
E-KOS-06-008,5.76,5705,6.9,8.3,9.1
E-KOS-06-009,5.63,17268,6.8,7.7,8.8
E-KOS-06-010,5.59,4300,6.8,8.4,9
E-KOS-06-011,5.7,19466,6.9,7.7,8.3
E-KOS-06-012,5.78,19415,7,7.7,8.7
E-KOS-06-013,5.1,4623,6.4,7.9,7.8
E-KOS-06-014,5.62,6700,6.8,8.2,8.9
E-KOS-06-015,5.66,9787,6.9,8,8.7
E-KOS-06-016,5.72,6444,6.9,8.3,8.9
E-KOS-06-017,5.7,7484,6.9,8.2,9.4
E-KOS-06-018,5.44,116181,6.7,6.6,7.8
E-KOS-06-019,5.73,10931,6.9,8,8.9
E-KOS-06-020,5.57,21245,6.8,7.5,8.9
E-KOS-06-021,5.72,16528,6.9,7.8,8.5
E-KOS-06-022,5.71,4053,6.9,8.5,9
E-KOS-06-023,5.53,25460,6.8,7.4,8.9
E-KOS-06-024,5.71,7820,6.9,8.1,9.3
E-KOS-06-025,5.83,12033,7,8,8.7
E-KOS-06-026,5.75,28454,6.9,7.5,8.7
E-KOS-06-027,5.57,74501,6.8,6.9,8.3
E-KOS-06-028,5.74,6633,6.9,8.2,9.4
E-KOS-06-029,5.72,9026,6.9,8.1,8.9
E-KOS-06-030,5.56,20323,6.8,7.5,8.8
E-KOS-06-031,5.78,5038,7,8.4,9.4
E-KOS-06-032,5.6,7620,6.8,8.1,9
E-KOS-06-033,5.68,6022,6.9,8.3,8.9
E-KOS-06-034,5.8,7706,7,8.2,9.1
E-KOS-06-035,5.69,5426,6.9,8.3,9.2
E-KOS-06-036,5.82,23631,7,7.6,8.2
E-KOS-06-037,5.78,21094,7,7.7,8.5
E-KOS-06-038,5.6,11372,6.8,7.9,8.8
E-KOS-06-039,4.99,16901,6.3,7.2,7.9
E-KOS-06-040,5.83,11496,7,8,8.9
E-KOS-06-041,5.85,14105,7,7.9,8.4
E-KOS-06-042,5.62,7712,6.8,8.1,8.8
E-KOS-06-043,5.61,8363,6.8,8,8.8
E-KOS-06-044,5.7,9073,6.9,8.1,8.7
E-KOS-06-045,5.74,12337,6.9,7.9,9.2
E-KOS-06-046,5.63,4064,6.8,8.4,9.3
E-KOS-06-047,5.69,9507,6.9,8,8.8
E-KOS-06-048,5.59,5417,6.8,8.2,9.1
E-KOS-06-049,5.69,11281,6.9,7.9,8.5
E-KOS-06-050,5.6,11707,6.8,7.9,8.9
E-KOS-06-051,5.85,15059,7,7.9,8.7
E-KOS-06-052,5.62,5835,6.8,8.2,8.9
E-KOS-06-053,5.9,0,7,10,8.3
E-KOS-07-001,4.83,4050,4.7,6.4,6.4
E-KOS-07-002,4.65,5466,4.4,6,6.4
E-KOS-07-003,4.69,3984,4.5,6.2,6.7
E-KOS-07-004,4.41,2758,4.1,6.1,6.3
E-KOS-07-005,4.64,5882,4.4,6,6.2
E-KOS-07-006,4.57,4297,4.3,6.1,6.5
E-KOS-07-007,4.62,3056,4.4,6.3,6.4
E-KOS-07-008,4.46,1832,4.2,6.4,6.4
E-KOS-07-009,4.62,3603,4.4,6.2,6.5
E-KOS-07-010,4.89,3717,4.7,6.5,6.9
E-KOS-07-011,4.88,9379,4.7,6,6.4
E-KOS-07-012,4.58,4129,4.4,6.1,6.3
E-KOS-07-013,4.55,2711,4.3,6.3,6.5
E-KOS-07-014,4.6,2106,4.4,6.5,6.6
E-KOS-07-015,4.64,26440,4.4,5.2,6.1
E-KOS-07-016,4.43,1591,4.1,6.4,6.5
E-KOS-07-017,4.9,2682,4.7,6.7,6.5
E-KOS-07-018,4.8,2602,4.6,6.6,6.7
E-KOS-07-019,4.78,4968,4.6,6.2,6.7
E-KOS-07-020,4.76,3915,4.6,6.3,6.6
E-KOS-07-021,4.55,2581,4.3,6.3,6.4
E-KOS-07-022,4.54,3811,4.3,6.1,6.1
E-KOS-07-023,5.02,4722,4.9,6.5,6.8
E-KOS-07-024,4.77,4023,4.6,6.3,6.5
E-KOS-07-025,4.58,6196,4.4,5.9,6.2
E-KOS-07-026,4.51,2569,4.3,6.3,6.5
E-KOS-07-027,4.51,2680,4.3,6.2,6.5
E-KOS-07-028,4.71,4108,4.5,6.3,6.5
E-KOS-07-029,4.67,4075,4.5,6.2,6.8
E-KOS-07-030,4.59,4811,4.4,6,6.5
E-KOS-07-031,4.7,6929,4.5,6,6.5
E-KOS-07-032,4.39,2577,4.1,6.1,6.5
E-KOS-07-033,4.59,3746,4.4,6.2,6.6
E-KOS-07-034,4.77,4229,4.6,6.3,6.5
E-KOS-07-035,4.61,2196,4.4,6.5,6.4
E-KOS-07-036,4.56,2977,4.3,6.2,6.4
E-KOS-08-001,4.5,3613,3.6,5.5,5.9
E-KOS-08-002,4.46,1986,3.6,5.8,6.1
E-KOS-08-003,4.7,4839,3.9,5.6,6.1
E-KOS-08-004,4.41,3228,3.5,5.4,5.7
E-KOS-08-005,4.63,3541,3.8,5.7,5.8
E-KOS-08-006,4.53,2512,3.7,5.7,6
E-KOS-08-007,4.59,2846,3.8,5.7,6
E-KOS-08-008,4.46,3362,3.6,5.5,5.8
E-KOS-08-009,4.51,3322,3.6,5.6,6
E-KOS-08-010,4.48,3075,3.6,5.6,5.8
E-KOS-08-011,4.53,3563,3.7,5.5,5.9
E-KOS-08-012,4.44,3257,3.5,5.5,5.8
E-KOS-08-013,4.55,3018,3.7,5.7,5.8
E-KOS-08-014,4.53,3577,3.7,5.5,5.9
E-KOS-08-015,4.6,6725,3.8,5.3,5.8
E-KOS-08-016,4.63,3727,3.8,5.6,5.6
E-KOS-08-017,4.63,4727,3.8,5.5,6
E-KOS-08-018,4.65,2097,3.8,6,5.8
E-KOS-08-019,4.53,2509,3.7,5.7,5.9
E-KOS-08-020,4.58,1675,3.7,6,6.4
E-KOS-08-021,4.48,1496,3.6,5.9,6.5
E-KOS-08-022,4.64,2161,3.8,5.9,6
E-KOS-08-023,4.47,2546,3.6,5.6,6.2
E-KOS-08-024,4.72,2248,3.9,6,6.2
E-KOS-08-025,4.59,3060,3.8,5.7,6
E-KOS-08-026,4.66,2340,3.8,5.9,5.9
E-KOS-08-027,4.54,4316,3.7,5.5,5.6
E-KOS-08-028,4.57,4054,3.7,5.5,5.9
E-KOS-08-029,4.45,3074,3.6,5.5,6.1
E-KOS-08-030,4.58,3854,3.7,5.6,5.8
E-KOS-08-031,4.6,2022,3.8,5.9,6.1
E-KOS-08-032,4.65,2463,3.8,5.9,5.9
E-KOS-09-001,4.87,7323,5.6,7,7.1
E-KOS-09-002,4.83,3154,5.6,7.4,6.8
E-KOS-09-003,5.15,2828,5.9,7.7,7.2
E-KOS-09-004,5.19,5373,5.9,7.4,7.4
E-KOS-09-005,4.86,4035,5.6,7.3,7.5
E-KOS-09-006,4.82,5802,5.6,7,7.5
E-KOS-09-007,5,1739,5.8,7.8,6.2
E-KOS-09-008,5.21,4202,6,7.6,7.7
E-KOS-09-009,4.98,3036,5.7,7.5,7.3
E-KOS-09-010,5.24,3073,6,7.8,6.7
E-KOS-09-011,4.87,5884,5.6,7.1,7.2
E-KOS-09-012,4.97,368,5.7,8.6,7.9
E-KOS-09-013,5.36,26301,6.1,6.8,7.3
E-KOS-09-014,5.03,5697,5.8,7.3,7.3
E-KOS-09-015,4.65,5820,5.4,6.9,6.9
E-KOS-09-016,4.88,5347,5.6,7.1,7.5
E-KOS-09-017,5.51,3862,6.2,7.9,6.3
E-KOS-09-018,4.79,3854,5.5,7.2,7.5
E-KOS-09-019,4.88,2010,5.6,7.7,7.4
E-KOS-09-020,4.97,4029,5.7,7.4,7.3
E-KOS-09-021,4.64,3303,5.3,7.1,7
E-KOS-09-022,4.92,3650,5.7,7.4,6.7
E-KOS-09-023,4.7,2573,5.4,7.3,7
E-KOS-09-024,5.04,3253,5.8,7.6,7.3
E-KOS-09-025,4.93,3007,5.7,7.5,6.4
E-KOS-09-026,4.8,3136,5.5,7.3,6.8
E-KOS-09-027,4.71,5321,5.4,7,7.3
E-KOS-09-028,4.78,3880,5.5,7.2,7
E-KOS-09-029,5.15,2895,5.9,7.7,7
E-KOS-09-030,5.29,4876,6,7.6,7.7
E-KOS-09-031,5.03,6264,5.8,7.2,7.3
E-KOS-09-032,4.69,7058,5.4,6.8,6.9
E-KOS-09-033,5.2,2878,5.9,7.8,6.9
E-KOS-09-034,5.16,2391,5.9,7.8,6.9
E-KOS-10-001,4.87,2635,5.1,7,7.3
E-KOS-10-002,4.92,1545,5.2,7.4,7.6
E-KOS-10-003,4.88,2731,5.1,7,7
E-KOS-10-004,4.88,4094,5.1,6.8,7
E-KOS-10-005,4.88,1613,5.1,7.3,7.5
E-KOS-10-006,4.91,2485,5.2,7.1,7.1
E-KOS-10-007,4.9,2424,5.1,7.1,7.2
E-KOS-10-008,5.37,7446,5.6,7,7.8
E-KOS-10-009,4.86,1807,5.1,7.2,7.3
E-KOS-10-010,4.97,2424,5.2,7.2,7.5
E-KOS-10-011,4.99,2882,5.2,7.1,7.4
E-KOS-10-012,5.02,3682,5.3,7,7.1
E-KOS-10-013,4.84,2901,5.1,7,7.2
E-KOS-10-014,4.91,3039,5.2,7,7.2
E-KOS-10-015,5.09,2799,5.3,7.2,7.1
E-KOS-10-016,5.04,2075,5.3,7.3,7.4
E-KOS-10-017,4.99,2624,5.2,7.2,7
E-KOS-10-018,4.96,2561,5.2,7.1,7.2
E-KOS-10-019,5.18,5307,5.4,7,7.1
E-KOS-10-020,4.87,3215,5.1,6.9,6.9
E-KOS-10-021,4.91,1792,5.2,7.3,7.3
E-KOS-10-022,5.28,4881,5.5,7.1,6.6
E-KOS-10-023,4.89,4507,5.1,6.8,6.8
E-KOS-10-024,4.9,2109,5.1,7.2,7.5
E-KOS-10-025,5.07,1914,5.3,7.4,7.4
E-KOS-10-026,4.81,2430,5,7,7.1
E-KOS-10-027,5.02,3711,5.3,7,7
E-KOS-10-028,4.74,5365,5,6.5,6.8
E-KOS-10-029,4.88,3707,5.1,6.9,6.8
E-KOS-10-030,4.89,1665,5.1,7.3,7.1
E-KOS-10-031,4.9,3953,5.1,6.9,7
E-KOS-10-032,4.72,2731,4.9,6.9,7.1
E-KOS-10-033,4.91,1589,5.2,7.3,7.2
E-KOS-10-034,5.1,2142,5.4,7.4,7.3
E-KOS-10-035,5.03,1964,5.3,7.3,7.4
E-KOS-10-036,5.09,3681,5.3,7.1,7.4
E-KOS-10-037,5.02,2461,5.3,7.2,7.2
E-KOS-10-038,5.15,4013,5.4,7.1,7.3
E-KOS-10-039,5.03,2556,5.3,7.2,7.3
E-KOS-10-040,4.91,2671,5.2,7.1,7
E-KOS-10-041,4.95,3825,5.2,6.9,7.3
E-KOS-10-042,4.94,1194,5.2,7.5,7.5
E-KOS-10-043,4.98,3476,5.2,7,7.3
E-KOS-10-044,4.89,2615,5.1,7.1,7.2
E-KOS-10-045,4.94,2457,5.2,7.1,6.9
E-KOS-10-046,4.78,3243,5,6.8,7
E-KOS-10-047,4.82,1341,5.1,7.3,7.3
E-KOS-10-048,5.1,2404,5.4,7.3,7.5
E-KOS-10-049,4.88,5589,5.1,6.7,6.8
E-KOS-10-050,4.8,3408,5,6.8,7
E-KOS-10-051,4.76,2364,5,7,7
E-KOS-10-052,4.86,2458,5.1,7.1,7.4
E-KOS-10-053,5.04,2842,5.3,7.2,7.4
E-KOS-10-054,4.76,1046,5,7.4,7.5
E-KOS-10-055,5.34,3350,5.6,7.3,7.5
E-KOS-10-056,4.81,2084,5,7.1,7.1
E-KOS-10-057,4.84,2049,5.1,7.1,7
E-KOS-10-058,5.07,2538,5.3,7.3,6.9
E-KOS-10-059,4.82,2999,5.1,6.9,7.2
E-KOS-10-060,4.93,2240,5.2,7.2,7.5
E-KOS-10-061,4.92,1696,5.2,7.3,7.4
E-KOS-10-062,4.94,2857,5.2,7.1,7.1
E-KOS-10-063,4.9,3019,5.1,7,7.1
E-MEC-01-001,3.5,2979,2.9,4.9,5.3
E-MEC-01-002,3.5,2346,2.9,5.1,5.2
E-MEC-01-003,3.5,4034,2.9,4.8,5.7
E-MEC-01-004,4.51,908,4.8,7.3,6.8
E-MEC-01-005,4.6,3748,4.9,6.7,6.8
E-MEC-01-006,4.6,4111,4.9,6.6,7
E-MEC-01-007,3.5,1559,2.9,5.3,5.5
E-MEC-01-008,4.68,2032,5,7.1,6.5
E-MEC-01-009,4.53,3605,4.8,6.6,6.8
E-MEC-01-010,4.61,3719,4.9,6.7,6.8
E-MEC-01-011,3.5,629,2.9,5.7,4.9
E-MEC-01-012,4.46,1517,4.7,6.9,7.5
E-MEC-01-013,4.75,2406,5.1,7.1,6.9
E-MEC-01-014,3.5,2691,2.9,5,4.9
E-MEC-01-015,4.5,3376,4.8,6.6,6.9
E-MEC-01-016,4.51,2205,4.8,6.8,5.1
E-MEC-01-017,3.5,1832,2.9,5.2,5.1
E-MEC-01-018,4.44,1616,4.7,6.9,7
E-MEC-01-019,4.51,2214,4.8,6.8,6.7
E-MEC-01-020,4.45,1753,4.7,6.9,6.9
E-MEC-01-021,3.5,1135,2.9,5.4,4.9
E-MEC-01-022,3.5,2357,2.9,5.1,5.4
E-MEC-01-023,4.89,1849,5.2,7.3,6.4
E-MEC-01-024,4.48,3768,4.7,6.5,6.8
E-MEC-01-025,4.62,2501,4.9,6.9,7.2
E-MEC-01-026,4.89,239,5.2,8.4,5.5
